name_file,name_model,target,version,date_add,true_negative,false_positive,false_negative,true_positive,accuracy,precision,recall,auc_roc,f1_score
logistic_regression_v1.1_bl_target_10P_7d,lr_pb_10P_7d,bl_target_10P_7d,v1.1,2024-08-05,718,527,116,187,0.584625322997416,0.2619047619047619,0.6171617161716172,0.6319800654764272,0.3677482792527041
random_forest_v1.1_bl_target_10P_7d,rf_pb_10P_7d,bl_target_10P_7d,v1.1,2024-08-05,926,319,79,224,0.7428940568475452,0.4125230202578269,0.7392739273927392,0.8189775604066432,0.5295508274231678
XGB_v1.1_bl_target_10P_7d,Xv_pb_10P_7d,bl_target_10P_7d,v1.1,2024-08-05,963,282,73,230,0.770671834625323,0.44921875,0.759075907590759,0.837175765769348,0.5644171779141104
logistic_regression_v1.1_bl_target_15P_7d,lr_pb_15P_7d,bl_target_15P_7d,v1.1,2024-08-05,768,595,60,125,0.5768733850129198,0.1736111111111111,0.6756756756756757,0.6736293153020959,0.2762430939226519
random_forest_v1.1_bl_target_15P_7d,rf_pb_15P_7d,bl_target_15P_7d,v1.1,2024-08-05,1048,315,46,139,0.7667958656330749,0.30616740088105726,0.7513513513513513,0.8204001507009577,0.4350547730829421
XGB_v1.1_bl_target_15P_7d,Xv_pb_15P_7d,bl_target_15P_7d,v1.1,2024-08-05,1031,332,36,149,0.7622739018087855,0.3097713097713098,0.8054054054054054,0.8458448176716702,0.4474474474474475
logistic_regression_v1.1_bl_target_20P_7d,lr_pb_20P_7d,bl_target_20P_7d,v1.1,2024-08-05,883,553,28,84,0.6246770025839793,0.13186813186813187,0.75,0.7130981396736968,0.22429906542056077
random_forest_v1.1_bl_target_20P_7d,rf_pb_20P_7d,bl_target_20P_7d,v1.1,2024-08-05,1104,332,40,72,0.7596899224806202,0.1782178217821782,0.6428571428571429,0.7934304118583366,0.27906976744186046
XGB_v1.1_bl_target_20P_7d,Xv_pb_20P_7d,bl_target_20P_7d,v1.1,2024-08-05,1159,277,28,84,0.8029715762273901,0.23268698060941828,0.75,0.8331426581774771,0.35517970401691334
logistic_regression_v1.1_bl_target_25P_7d,lr_pb_25P_7d,bl_target_25P_7d,v1.1,2024-08-05,845,636,7,60,0.584625322997416,0.08620689655172414,0.8955223880597015,0.79656746651617,0.15727391874180868
random_forest_v1.1_bl_target_25P_7d,rf_pb_25P_7d,bl_target_25P_7d,v1.1,2024-08-05,1170,311,16,51,0.7887596899224806,0.1408839779005525,0.7611940298507462,0.8629606861035808,0.23776223776223776
XGB_v1.1_bl_target_25P_7d,Xv_pb_25P_7d,bl_target_25P_7d,v1.1,2024-08-05,1104,377,8,59,0.7512919896640827,0.1353211009174312,0.8805970149253731,0.8694055045501728,0.23459244532803178
logistic_regression_v1.1_bl_target_10P_15d,lr_pb_10P_15d,bl_target_10P_15d,v1.1,2024-08-05,620,481,185,262,0.5697674418604651,0.35262449528936746,0.5861297539149888,0.6011699756373603,0.4403361344537815
random_forest_v1.1_bl_target_10P_15d,rf_pb_10P_15d,bl_target_10P_15d,v1.1,2024-08-05,909,192,74,373,0.8281653746770026,0.6601769911504425,0.8344519015659956,0.9123899972975553,0.7371541501976283
XGB_v1.1_bl_target_10P_15d,Xv_pb_10P_15d,bl_target_10P_15d,v1.1,2024-08-05,944,157,53,394,0.8643410852713178,0.7150635208711433,0.8814317673378076,0.9375471149880016,0.7895791583166333
logistic_regression_v1.1_bl_target_15P_15d,lr_pb_15P_15d,bl_target_15P_15d,v1.1,2024-08-05,711,493,144,200,0.588501291989664,0.2886002886002886,0.5813953488372093,0.6390640693811327,0.3857280617164898
random_forest_v1.1_bl_target_15P_15d,rf_pb_15P_15d,bl_target_15P_15d,v1.1,2024-08-05,1008,196,64,280,0.8320413436692506,0.5882352941176471,0.813953488372093,0.8984779417445723,0.6829268292682927
XGB_v1.1_bl_target_15P_15d,Xv_pb_15P_15d,bl_target_15P_15d,v1.1,2024-08-05,993,211,52,292,0.8301033591731266,0.5805168986083499,0.8488372093023255,0.9131818357413274,0.6894923258559621
logistic_regression_v1.1_bl_target_20P_15d,lr_pb_20P_15d,bl_target_20P_15d,v1.1,2024-08-05,759,530,104,155,0.5904392764857881,0.22627737226277372,0.5984555984555985,0.6610134461181785,0.32838983050847464
random_forest_v1.1_bl_target_20P_15d,rf_pb_20P_15d,bl_target_20P_15d,v1.1,2024-08-05,1067,222,37,222,0.832687338501292,0.5,0.8571428571428571,0.911223869330929,0.631578947368421
XGB_v1.1_bl_target_20P_15d,Xv_pb_20P_15d,bl_target_20P_15d,v1.1,2024-08-05,1084,205,33,226,0.8462532299741602,0.5243619489559165,0.8725868725868726,0.9228907506642186,0.655072463768116
logistic_regression_v1.1_bl_target_25P_15d,lr_pb_25P_15d,bl_target_25P_15d,v1.1,2024-08-05,814,547,60,127,0.6078811369509044,0.1884272997032641,0.679144385026738,0.6983108519608497,0.29500580720092917
random_forest_v1.1_bl_target_25P_15d,rf_pb_25P_15d,bl_target_25P_15d,v1.1,2024-08-05,1137,224,35,152,0.832687338501292,0.40425531914893614,0.8128342245989305,0.908320792748333,0.5399644760213145
XGB_v1.1_bl_target_25P_15d,Xv_pb_25P_15d,bl_target_25P_15d,v1.1,2024-08-05,1151,210,25,162,0.8481912144702842,0.43548387096774194,0.8663101604278075,0.924253556876628,0.5796064400715564
logistic_regression_v1.1_bl_target_10P_30d,lr_pb_10P_30d,bl_target_10P_30d,v1.1,2024-08-05,564,390,261,333,0.5794573643410853,0.4605809128630705,0.5606060606060606,0.6214344704910743,0.5056947608200456
random_forest_v1.1_bl_target_10P_30d,rf_pb_10P_30d,bl_target_10P_30d,v1.1,2024-08-05,880,74,52,542,0.9186046511627907,0.8798701298701299,0.9124579124579124,0.9756086370342135,0.8958677685950414
XGB_v1.1_bl_target_10P_30d,Xv_pb_10P_30d,bl_target_10P_30d,v1.1,2024-08-05,888,66,31,563,0.9373385012919897,0.8950715421303657,0.9478114478114478,0.9792844588442072,0.9206868356500408
logistic_regression_v1.1_bl_target_15P_30d,lr_pb_15P_30d,bl_target_15P_30d,v1.1,2024-08-05,609,437,229,273,0.5697674418604651,0.3845070422535211,0.5438247011952191,0.5874437241473874,0.4504950495049505
random_forest_v1.1_bl_target_15P_30d,rf_pb_15P_30d,bl_target_15P_30d,v1.1,2024-08-05,940,106,41,461,0.9050387596899225,0.8130511463844797,0.9183266932270916,0.9650308898250212,0.862488306828812
XGB_v1.1_bl_target_15P_30d,Xv_pb_15P_30d,bl_target_15P_30d,v1.1,2024-08-05,954,92,30,472,0.9211886304909561,0.8368794326241135,0.9402390438247012,0.967792310680795,0.8855534709193246
logistic_regression_v1.1_bl_target_20P_30d,lr_pb_20P_30d,bl_target_20P_30d,v1.1,2024-08-05,551,579,139,279,0.5361757105943152,0.32517482517482516,0.6674641148325359,0.6182135749671845,0.4373040752351097
random_forest_v1.1_bl_target_20P_30d,rf_pb_20P_30d,bl_target_20P_30d,v1.1,2024-08-05,995,135,44,374,0.8843669250645995,0.7347740667976425,0.8947368421052632,0.9521615785239447,0.8069039913700108
XGB_v1.1_bl_target_20P_30d,Xv_pb_20P_30d,bl_target_20P_30d,v1.1,2024-08-05,1029,101,30,388,0.915374677002584,0.7934560327198364,0.9282296650717703,0.9678155565905917,0.8555678059536935
logistic_regression_v1.1_bl_target_25P_30d,lr_pb_25P_30d,bl_target_25P_30d,v1.1,2024-08-05,643,558,127,220,0.5574935400516796,0.2827763496143959,0.6340057636887608,0.6387592472171365,0.39111111111111113
random_forest_v1.1_bl_target_25P_30d,rf_pb_25P_30d,bl_target_25P_30d,v1.1,2024-08-05,1066,135,33,314,0.8914728682170543,0.6993318485523385,0.9048991354466859,0.9543895936863372,0.7889447236180905
XGB_v1.1_bl_target_25P_30d,Xv_pb_25P_30d,bl_target_25P_30d,v1.1,2024-08-05,1075,126,20,327,0.9056847545219638,0.7218543046357616,0.9423631123919308,0.9644868469359107,0.8175
logistic_regression_v1.1_bl_target_10N_7d,lr_pb_10N_7d,bl_target_10N_7d,v1.1,2024-08-05,737,619,91,101,0.541343669250646,0.14027777777777778,0.5260416666666666,0.5630070058997051,0.2214912280701754
random_forest_v1.1_bl_target_10N_7d,rf_pb_10N_7d,bl_target_10N_7d,v1.1,2024-08-05,981,375,42,150,0.7306201550387597,0.2857142857142857,0.78125,0.8172935103244838,0.4184100418410042
XGB_v1.1_bl_target_10N_7d,Xv_pb_10N_7d,bl_target_10N_7d,v1.1,2024-08-05,1016,340,38,154,0.7558139534883721,0.3117408906882591,0.8020833333333334,0.8417373402163225,0.44897959183673464
logistic_regression_v1.1_bl_target_15N_7d,lr_pb_15N_7d,bl_target_15N_7d,v1.1,2024-08-05,860,590,41,57,0.5923772609819121,0.08809891808346214,0.5816326530612245,0.6275510204081632,0.15302013422818794
random_forest_v1.1_bl_target_15N_7d,rf_pb_15N_7d,bl_target_15N_7d,v1.1,2024-08-05,951,499,25,73,0.661498708010336,0.12762237762237763,0.7448979591836735,0.7743560872624913,0.21791044776119406
XGB_v1.1_bl_target_15N_7d,Xv_pb_15N_7d,bl_target_15N_7d,v1.1,2024-08-05,1028,422,21,77,0.7138242894056848,0.15430861723446893,0.7857142857142857,0.822076002814919,0.25795644891122277
logistic_regression_v1.1_bl_target_20N_7d,lr_pb_20N_7d,bl_target_20N_7d,v1.1,2024-08-05,921,573,29,25,0.6111111111111112,0.04180602006688963,0.46296296296296297,0.5921835490108582,0.07668711656441717
random_forest_v1.1_bl_target_20N_7d,rf_pb_20N_7d,bl_target_20N_7d,v1.1,2024-08-05,1050,444,15,39,0.7034883720930233,0.08074534161490683,0.7222222222222222,0.8106314145470772,0.14525139664804468
XGB_v1.1_bl_target_20N_7d,Xv_pb_20N_7d,bl_target_20N_7d,v1.1,2024-08-05,1062,432,9,45,0.7151162790697675,0.09433962264150944,0.8333333333333334,0.8475754871337202,0.16949152542372883
logistic_regression_v1.1_bl_target_25N_7d,lr_pb_25N_7d,bl_target_25N_7d,v1.1,2024-08-05,855,665,8,20,0.5652454780361758,0.029197080291970802,0.7142857142857143,0.5833411654135339,0.056100981767180924
random_forest_v1.1_bl_target_25N_7d,rf_pb_25N_7d,bl_target_25N_7d,v1.1,2024-08-05,1128,392,9,19,0.7409560723514211,0.046228710462287104,0.6785714285714286,0.7769854323308272,0.08656036446469248
XGB_v1.1_bl_target_25N_7d,Xv_pb_25N_7d,bl_target_25N_7d,v1.1,2024-08-05,1126,394,5,23,0.7422480620155039,0.05515587529976019,0.8214285714285714,0.8272556390977444,0.10337078651685393
logistic_regression_v1.1_bl_target_10N_15d,lr_pb_10N_15d,bl_target_10N_15d,v1.1,2024-08-05,553,685,75,235,0.5090439276485789,0.2554347826086957,0.7580645161290323,0.6416358330293397,0.38211382113821146
random_forest_v1.1_bl_target_10N_15d,rf_pb_10N_15d,bl_target_10N_15d,v1.1,2024-08-05,992,246,56,254,0.8049095607235142,0.508,0.8193548387096774,0.8887565792902182,0.6271604938271605
XGB_v1.1_bl_target_10N_15d,Xv_pb_10N_15d,bl_target_10N_15d,v1.1,2024-08-05,1032,206,47,263,0.83656330749354,0.5607675906183369,0.8483870967741935,0.9044869456459431,0.675224646983312
logistic_regression_v1.1_bl_target_15N_15d,lr_pb_15N_15d,bl_target_15N_15d,v1.1,2024-08-05,848,513,86,101,0.6130490956072352,0.16449511400651465,0.5401069518716578,0.6143249498049169,0.25218476903870163
random_forest_v1.1_bl_target_15N_15d,rf_pb_15N_15d,bl_target_15N_15d,v1.1,2024-08-05,1030,331,13,174,0.7777777777777778,0.3445544554455445,0.93048128342246,0.9201436502728805,0.5028901734104047
XGB_v1.1_bl_target_15N_15d,Xv_pb_15N_15d,bl_target_15N_15d,v1.1,2024-08-05,1096,265,18,169,0.8171834625322998,0.38940092165898615,0.9037433155080213,0.9269469994931377,0.5442834138486312
logistic_regression_v1.1_bl_target_20N_15d,lr_pb_20N_15d,bl_target_20N_15d,v1.1,2024-08-05,789,639,41,79,0.5607235142118863,0.11002785515320335,0.6583333333333333,0.6390522875816994,0.18854415274463007
random_forest_v1.1_bl_target_20N_15d,rf_pb_20N_15d,bl_target_20N_15d,v1.1,2024-08-05,1093,335,22,98,0.7693798449612403,0.22632794457274827,0.8166666666666667,0.8850840336134453,0.35443037974683544
XGB_v1.1_bl_target_20N_15d,Xv_pb_20N_15d,bl_target_20N_15d,v1.1,2024-08-05,1163,265,17,103,0.8178294573643411,0.2798913043478261,0.8583333333333333,0.9112044817927171,0.42213114754098363
logistic_regression_v1.1_bl_target_25N_15d,lr_pb_25N_15d,bl_target_25N_15d,v1.1,2024-08-05,767,704,19,58,0.5329457364341085,0.07611548556430446,0.7532467532467533,0.6958072518915482,0.13825983313468415
random_forest_v1.1_bl_target_25N_15d,rf_pb_25N_15d,bl_target_25N_15d,v1.1,2024-08-05,1183,288,8,69,0.8087855297157622,0.19327731092436976,0.8961038961038961,0.9247706746007222,0.31797235023041476
XGB_v1.1_bl_target_25N_15d,Xv_pb_25N_15d,bl_target_25N_15d,v1.1,2024-08-05,1187,284,10,67,0.810077519379845,0.1908831908831909,0.8701298701298701,0.9169131344522236,0.31308411214953275
logistic_regression_v1.1_bl_target_10N_30d,lr_pb_10N_30d,bl_target_10N_30d,v1.1,2024-08-05,743,383,242,180,0.5962532299741602,0.3197158081705151,0.4265402843601896,0.5669820612325641,0.36548223350253806
random_forest_v1.1_bl_target_10N_30d,rf_pb_10N_30d,bl_target_10N_30d,v1.1,2024-08-05,985,141,42,380,0.8817829457364341,0.7293666026871402,0.9004739336492891,0.9552898739824737,0.8059384941675504
XGB_v1.1_bl_target_10N_30d,Xv_pb_10N_30d,bl_target_10N_30d,v1.1,2024-08-05,1019,107,49,373,0.8992248062015504,0.7770833333333333,0.8838862559241706,0.9604879917166838,0.8270509977827051
logistic_regression_v1.1_bl_target_15N_30d,lr_pb_15N_30d,bl_target_15N_30d,v1.1,2024-08-05,613,637,92,206,0.5290697674418605,0.2443653618030842,0.6912751677852349,0.6265181208053692,0.3610867659947415
random_forest_v1.1_bl_target_15N_30d,rf_pb_15N_30d,bl_target_15N_30d,v1.1,2024-08-05,1059,191,41,257,0.8501291989664083,0.5736607142857143,0.8624161073825504,0.941758389261745,0.6890080428954424
XGB_v1.1_bl_target_15N_30d,Xv_pb_15N_30d,bl_target_15N_30d,v1.1,2024-08-05,1086,164,31,267,0.874031007751938,0.6194895591647331,0.8959731543624161,0.9429771812080538,0.7325102880658436
logistic_regression_v1.1_bl_target_20N_30d,lr_pb_20N_30d,bl_target_20N_30d,v1.1,2024-08-05,727,615,89,117,0.5452196382428941,0.1598360655737705,0.5679611650485437,0.5935424594504652,0.2494669509594883
random_forest_v1.1_bl_target_20N_30d,rf_pb_20N_30d,bl_target_20N_30d,v1.1,2024-08-05,1151,191,21,185,0.8630490956072352,0.4920212765957447,0.8980582524271845,0.947471893854991,0.6357388316151203
XGB_v1.1_bl_target_20N_30d,Xv_pb_20N_30d,bl_target_20N_30d,v1.1,2024-08-05,1160,182,13,193,0.874031007751938,0.5146666666666667,0.9368932038834952,0.9554606224588718,0.6643717728055079
logistic_regression_v1.1_bl_target_25N_30d,lr_pb_25N_30d,bl_target_25N_30d,v1.1,2024-08-05,713,690,44,101,0.5258397932816538,0.1276864728192162,0.696551724137931,0.6762946395654632,0.21581196581196582
random_forest_v1.1_bl_target_25N_30d,rf_pb_25N_30d,bl_target_25N_30d,v1.1,2024-08-05,1150,253,7,138,0.8320413436692506,0.35294117647058826,0.9517241379310345,0.9446113009069237,0.5149253731343284
XGB_v1.1_bl_target_25N_30d,Xv_pb_25N_30d,bl_target_25N_30d,v1.1,2024-08-05,1148,255,13,132,0.8268733850129198,0.34108527131782945,0.9103448275862069,0.9454961044068131,0.49624060150375937
